,state,article_title,revision_id,article_quality
4496,Missouri,"Madison, Missouri",1165891790,C
4497,Idaho,"Driggs, Idaho",1176552295,C
4498,Pennsylvania,"Brookfield Township, Tioga County, Pennsylvania",1176485060,C
4499,New York,"Hagaman, New York",1167129772,Start
4500,Pennsylvania,"Peters Township, Franklin County, Pennsylvania",1173871992,C
4501,California,"Irvine, California",1179545659,B
4502,Arizona,"Quartzsite, Arizona",1160322253,GA
4503,Iowa,"Beaconsfield, Iowa",1178044358,C
4504,Vermont,"Barre (town), Vermont",1174140942,C
4505,Massachusetts,"Waltham, Massachusetts",1177397802,GA
4506,Michigan,"London Township, Michigan",1172032097,C
4507,New York,"Sodus (village), New York",1167674009,C
4508,Maryland,"Myersville, Maryland",1173539418,C
4509,Minnesota,"Pine Springs, Minnesota",1165897873,Start
4510,Florida,"Treasure Island, Florida",1165904793,C
4511,Georgia (U.S. state),"Lakeland, Georgia",1179807973,C
4512,California,"Chino Hills, California",1176458270,C
4513,Iowa,"Vining, Iowa",1165906285,C
4514,Louisiana,"New Llano, Louisiana",1169418964,C
4515,Illinois,"Westfield, Illinois",1167840387,C
4516,Oregon,"Rogue River, Oregon",1178294858,C
4517,Iowa,"Missouri Valley, Iowa",1176992240,C
4518,Minnesota,"Preston, Minnesota",1177702765,C
4519,Utah,"Nephi, Utah",1176805999,C
4520,Kentucky,"Monterey, Kentucky",1165894008,Start
4521,Pennsylvania,"Pennsbury Village, Pennsylvania",1169721767,C
4522,West Virginia,"Charleston, West Virginia",1178568131,B
4523,Iowa,"Ryan, Iowa",1165900549,C
4524,Indiana,"Larwill, Indiana",1166205583,C
4525,Kentucky,"Wayland, Kentucky",1176739936,C
4526,Kentucky,"Wickliffe, Kentucky",1165907583,C
4527,Illinois,"Bedford Park, Illinois",1169344672,C
4528,Georgia (U.S. state),"Douglasville, Georgia",1175838079,C
4529,Michigan,"Bourret Township, Michigan",1174670518,C
4530,Pennsylvania,"Chester Township, Delaware County, Pennsylvania",1173178313,C
4531,Texas,"West Orange, Texas",1165907199,C
4532,Missouri,"Sunset Hills, Missouri",1177493773,C
4533,Minnesota,"Shevlin, Minnesota",1165901608,GA
4534,Michigan,"Lyons, Michigan",1167324236,Start
4535,Pennsylvania,"Clay Township, Lancaster County, Pennsylvania",1166696660,C
4536,Michigan,"Avery Township, Michigan",1178988087,Start
4537,Alabama,"Harpersville, Alabama",1177953234,C
4538,Ohio,"Warren, Ohio",1175538772,C
4539,Michigan,"Larkin Charter Township, Michigan",1132791278,Start
4540,Massachusetts,"Dennis, Massachusetts",1170996326,FA
4541,New Jersey,"Hamilton Township, Atlantic County, New Jersey",1178925974,FA
4542,Colorado,"Haxtun, Colorado",1166180744,B
4543,Pennsylvania,"Bonneauville, Pennsylvania",1170165633,C
4544,Illinois,"Monmouth, Illinois",1178913671,C
4545,Alabama,"Holly Pond, Alabama",1166181271,C
4546,Iowa,"Sully, Iowa",1173555249,C
4547,Iowa,"Sibley, Iowa",1170862863,GA
4548,Illinois,"Elwood, Illinois",1176745591,C
4549,Utah,"Aurora, Utah",1179216016,C
4550,Florida,"Belleair Bluffs, Florida",1166697404,Start
4551,Illinois,"O'Fallon, Illinois",1171183003,C
4552,Texas,"Bastrop, Texas",1177366308,GA
4553,Delaware,"Wyoming, Delaware",1174166925,GA
4554,Texas,"Stamford, Texas",1176225646,GA
4555,Texas,"Marion, Texas",1165892264,GA
4556,Iowa,"Manilla, Iowa",1167465756,GA
4557,Utah,"Emery, Utah",1169537508,GA
4558,Pennsylvania,"Herrick Township, Susquehanna County, Pennsylvania",1152769006,C
4559,Michigan,"Marquette, Michigan",1175504355,GA
4560,Arkansas,"Jacksonport, Arkansas",1166181828,C
4561,Oregon,"Haines, Oregon",1166616546,GA
4562,Oklahoma,"Mustang, Oklahoma",1179526787,GA
4563,New Hampshire,"Hopkinton, New Hampshire",1174901347,C
4564,Illinois,"Reddick, Illinois",1167504140,C
4565,Tennessee,"Slayden, Tennessee",1166231434,GA
4566,Texas,"Kenefick, Texas",1166182224,C
4567,Missouri,"Drexel, Missouri",1168159626,GA
4568,Pennsylvania,"Marion Township, Butler County, Pennsylvania",1177679392,Start
4569,North Carolina,"Chapel Hill, North Carolina",1179860876,GA
4570,New York,"Hammondsport, New York",1179891612,GA
4571,Illinois,"Salem, Illinois",1165900617,GA
4572,Missouri,"Auxvasse, Missouri",1165508124,GA
4573,South Dakota,"Madison, South Dakota",1171372481,C
4574,Iowa,"Cresco, Iowa",1168352132,B
4575,Pennsylvania,"Arnold, Pennsylvania",1165507570,C
4576,Washington,"Monroe, Washington",1180126756,FA
4577,Michigan,"Royalton Township, Michigan",1167642270,Start
4578,Iowa,"St. Donatus, Iowa",1176593404,C
4579,Missouri,"North Lilbourn, Missouri",1167410881,Start
4580,Oregon,"Coburg, Oregon",1165644606,GA
4581,Massachusetts,"Ware, Massachusetts",1174054301,C
4582,Minnesota,"Evansville, Minnesota",1160351392,C
4583,New Jersey,"Lebanon, New Jersey",1179890077,GA
4584,California,"Emeryville, California",1178087132,B
4585,Arkansas,"Monette, Arkansas",1165893913,C
4586,Ohio,"Montpelier, Ohio",1174972557,C
4587,Missouri,"Billings, Missouri",1165536136,C
4588,Iowa,"Cotter, Iowa",1165645306,C
4589,Michigan,"Clifford, Michigan",1166754464,C
4590,Tennessee,"Gatlinburg, Tennessee",1178605170,B
4591,Vermont,"Roxbury, Vermont",1166230351,GA
4592,Michigan,"Sandusky, Michigan",1150696258,C
4593,Missouri,"Blackwater, Missouri",1170478363,GA
4594,Pennsylvania,"Plymouth, Pennsylvania",1161258630,C
4595,Texas,"Port Lavaca, Texas",1165898443,C
4596,New Jersey,"Eagleswood Township, New Jersey",1178954767,GA
4597,North Dakota,"Kindred, North Dakota",1178621368,C
4598,Iowa,"Soldier, Iowa",1165902044,C
4599,Minnesota,"Sherburn, Minnesota",1165901570,C
4600,Pennsylvania,"Addison, Pennsylvania",1157348789,C
4601,Missouri,"Brooklyn Heights, Missouri",1166634501,Start
4602,Massachusetts,"Charlton, Massachusetts",1179186719,C
4603,Massachusetts,"Rutland, Massachusetts",1174054885,C
4604,Indiana,"Mount Vernon, Indiana",1165894601,C
4605,Pennsylvania,"Lake Township, Luzerne County, Pennsylvania",1167293988,GA
4606,Kansas,"De Soto, Kansas",1167201227,B
4607,Florida,"Hillsboro Beach, Florida",1174994841,GA
4608,Tennessee,"Hornsby, Tennessee",1166181408,GA
4609,Texas,"Missouri City, Texas",1170217444,C
4610,Minnesota,"West Concord, Minnesota",1165907130,C
4611,Tennessee,"Vonore, Tennessee",1175676969,GA
4612,New York,"Ellenville, New York",1166993864,C
4613,Iowa,"Van Wert, Iowa",1165906049,C
4614,Virginia,"Smyth County, Virginia",1179713060,C
4615,Pennsylvania,"Kiskiminetas Township, Armstrong County, Pennsylvania",1171353623,GA
4616,Florida,"Noma, Florida",1166209636,Start
4617,Alabama,"Level Plains, Alabama",1165890044,Start
4618,Michigan,"Galien, Michigan",1167019032,C
4619,Kansas,"Ottawa, Kansas",1170235437,C
4620,Minnesota,"Rose Creek, Minnesota",1165900219,C
4621,Florida,"Lake Worth Beach, Florida",1179772047,GA
4622,Texas,"George West, Texas",1165747842,C
4623,Michigan,"Greenland Township, Michigan",1168637013,Start
4624,South Dakota,"Hot Springs, South Dakota",1170830242,GA
4625,Maine,"Baring Plantation, Maine",1116692491,Start
4626,Vermont,"Sutton, Vermont",1166330942,GA
4627,Michigan,"Pinckney, Michigan",1167495803,C
4628,Pennsylvania,"Haines Township, Centre County, Pennsylvania",1167129978,C
4629,Illinois,"Troy Grove, Illinois",1174185106,GA
4630,Iowa,"Stanhope, Iowa",1165903024,C
4631,Washington,"Almira, Washington",1135299836,GA
4632,Illinois,"Junction City, Illinois",1167287855,C
4633,Kentucky,"Pewee Valley, Kentucky",1165897710,C
4634,Alabama,"Union, Alabama",1178295657,Start
4635,Washington,"Kittitas, Washington",1165752337,GA
4636,Pennsylvania,"Shoemakersville, Pennsylvania",1173397974,GA
4637,Indiana,"Fairmount, Indiana",1158583247,C
4638,Illinois,"Indianola, Illinois",1167177402,C
4639,West Virginia,"Harpers Ferry, West Virginia",1177426085,B
4640,West Virginia,"Hedgesville, West Virginia",1171360000,C
4641,Pennsylvania,"Landingville, Pennsylvania",1157437987,C
4642,Maine,"Carrabassett Valley, Maine",1174509456,Start
4643,Vermont,"Ferrisburgh, Vermont",1166068262,C
4644,Iowa,"Whiting, Iowa",1165907555,C
4645,Oregon,"Silverton, Oregon",1176609000,GA
4646,South Dakota,"White, South Dakota",1171402796,C
4647,Arkansas,"Antoine, Arkansas",1166014348,C
4648,Indiana,"Milford, Kosciusko County, Indiana",1166207802,C
4649,Washington,"Montesano, Washington",1172713539,C
4650,Pennsylvania,"Jennerstown, Pennsylvania",1157436568,C
4651,Michigan,"Eagle, Michigan",1166855451,C
4652,South Carolina,"Sellers, South Carolina",1173835645,Start
4653,Illinois,"Grandview, Illinois",1167126528,Start
4654,Wisconsin,"Mellen, Wisconsin",1165893104,C
4655,New Jersey,"Ogdensburg, New Jersey",1179891139,GA
4656,Ohio,"Marseilles, Ohio",1175528193,C
4657,Colorado,"Westcliffe, Colorado",1169568829,Start
4658,Louisiana,"Atlanta, Louisiana",1173106916,GA
4659,Ohio,"Plain City, Ohio",1166046891,C
4660,Iowa,"Danville, Iowa",1165646130,C
4661,Washington,"Spokane, Washington",1177245031,GA
4662,Louisiana,"Sarepta, Louisiana",1149486700,Start
4663,Pennsylvania,"Upper Paxton Township, Dauphin County, Pennsylvania",1175371987,Stub
4664,Texas,"Oglesby, Texas",1165896428,C
4665,Iowa,"Shueyville, Iowa",1165901704,C
4666,New York,"Barneveld, New York",1166533896,C
4667,Texas,"Early, Texas",1176176276,GA
4668,Missouri,"Silver Creek, Missouri",1177835074,C
4669,Alabama,"Trussville, Alabama",1175000150,C
4670,Virginia,"Williamsburg, Virginia",1179596070,C
4671,Utah,"Daniel, Utah",1110543891,C
4672,Ohio,"Elida, Ohio",1166993352,C
4673,Massachusetts,"Edgartown, Massachusetts",1180115464,C
4674,Arkansas,"Leslie, Arkansas",1165890025,C
4675,New Jersey,"Bridgeton, New Jersey",1179884659,B
4676,Iowa,"West Burlington, Iowa",1177290767,C
4677,North Dakota,"Binford, North Dakota",1178495686,C
4678,Iowa,"Story City, Iowa",1165903231,C
4679,Illinois,"Payson, Illinois",1167458443,C
4680,Pennsylvania,"West Carroll Township, Cambria County, Pennsylvania",1175371479,Stub
4681,Arkansas,"Judsonia, Arkansas",1156602906,C
4682,Pennsylvania,"East Cameron Township, Northumberland County, Pennsylvania",1177815637,Start
4683,New Jersey,"Jersey City, New Jersey",1178550088,FA
4684,Michigan,"Big Rapids, Michigan",1174479111,C
4685,Texas,"Santa Rosa, Texas",1166230700,GA
4686,Pennsylvania,"Liverpool Township, Perry County, Pennsylvania",1167319738,C
4687,Delaware,"Laurel, Delaware",1159232926,C
4688,Maine,"Winterville Plantation, Maine",1174512194,Start
4689,Michigan,"Athens, Michigan",1166486388,Start
4690,Iowa,"Rutland, Iowa",1165900534,GA
4691,Wisconsin,"Prairie du Chien, Wisconsin",1176360517,B
4692,Massachusetts,"Canton, Massachusetts",1178950135,C
4693,California,"Cupertino, California",1177413883,C
4694,Kentucky,"Wheelwright, Kentucky",1167312317,C
4695,West Virginia,"Buckhannon, West Virginia",1178818136,C
4696,South Dakota,"Hitchcock, South Dakota",1171721259,GA
4697,Indiana,"St. John, Indiana",1166330173,C
4698,Hawaii,"Paia, Hawaii",1140157592,C
4699,Texas,"Lakeside City, Texas",1173473305,GA
4700,Utah,"Tropic, Utah",1166331654,C
4701,North Carolina,"Fuquay-Varina, North Carolina",1178656317,C
4702,Pennsylvania,"Meshoppen, Pennsylvania",1157440869,GA
4703,Illinois,"Pittsburg, Illinois",1167496553,C
4704,Ohio,"Port Washington, Ohio",1173184956,C
4705,Minnesota,"Anoka, Minnesota",1175727607,C
4706,New Jersey,"Essex Fells, New Jersey",1176045733,FA
4707,Pennsylvania,"Ridgway Township, Elk County, Pennsylvania",1175381387,Stub
4708,Louisiana,"Port Allen, Louisiana",1177413805,GA
4709,Minnesota,"Fulda, Minnesota",1165747507,C
4710,New York,"Charlotte, Rochester, New York",1177741683,C
4711,Alabama,"Valley, Alabama",1165905995,C
4712,Iowa,"Tripoli, Iowa",1161273323,GA
4713,Vermont,"Montpelier, Vermont",1179340076,GA
4714,Georgia (U.S. state),"Mitchell, Georgia",1166208095,GA
4715,Utah,"Draper, Utah",1165647192,C
4716,New Mexico,"San Jon, New Mexico",1167667374,C
4717,Washington,"Carbonado, Washington",1173465882,C
4718,Minnesota,"Garfield, Minnesota",1165747691,GA
4719,Pennsylvania,"Donora, Pennsylvania",1179313850,GA
4720,Pennsylvania,"Chicora, Pennsylvania",1177182376,GA
4721,Michigan,"Fraser Township, Michigan",1167017684,C
4722,Iowa,"Randalia, Iowa",1165899130,Start
4723,Michigan,"Hampton Township, Michigan",1154920681,Start
4724,Pennsylvania,"Susquehanna Township, Cambria County, Pennsylvania",1167679991,C
4725,Pennsylvania,"Spring Township, Perry County, Pennsylvania",1167676187,Start
4726,Tennessee,"Kenton, Tennessee",1166182299,C
4727,North Dakota,"Luverne, North Dakota",1176714402,C
4728,Michigan,"Iron River Township, Michigan",1168712669,Start
4729,Florida,"Bal Harbour, Florida",1178681449,GA
4730,Utah,"Magna, Utah",1178318750,C
4731,Massachusetts,"New Salem, Massachusetts",1174054982,C
4732,Alabama,"Rehobeth, Alabama",1172196089,C
4733,Virginia,"Montgomery County, Virginia",1152594631,C
4734,Michigan,"Blendon Township, Michigan",1166611918,C
4735,Michigan,"Ishpeming Township, Michigan",1174710316,C
4736,Pennsylvania,"Claysville, Pennsylvania",1169070400,C
4737,Pennsylvania,"Pine Township, Armstrong County, Pennsylvania",1171633293,C
4738,North Dakota,"Fairdale, North Dakota",1172657407,C
4739,Alabama,"Gantt, Alabama",1166068957,Start
4740,New Hampshire,"Salisbury, New Hampshire",1166230600,C
4741,Massachusetts,"Dartmouth, Massachusetts",1172987370,GA
4742,Vermont,"Panton, Vermont",1166210908,C
4743,Illinois,"Peoria, Illinois",1179589977,B
4744,Ohio,"Woodville, Ohio",1170691012,C
4745,New York,"Briarcliff Manor, New York",1178433880,FA
4746,Louisiana,"Livingston, Louisiana",1166206187,C
4747,Pennsylvania,"Souderton, Pennsylvania",1162197996,C
4748,Illinois,"Rockdale, Illinois",1167507721,C
4749,California,"Grover Beach, California",1177348436,GA
4750,Florida,"Quincy, Florida",1165899018,GA
4751,Texas,"Spring Valley Village, Texas",1165902697,GA
4752,Kentucky,"Crittenden, Kentucky",1165645641,GA
4753,New Jersey,"Newark, New Jersey",1180118522,FA
4754,Georgia (U.S. state),"Dasher, Georgia",1166066415,C
4755,Maine,"Brighton Plantation, Maine",1174509205,Start
4756,Pennsylvania,"Export, Pennsylvania",1157358289,C
4757,Maine,"Wesley, Maine",1166333046,Start
4758,Louisiana,"Slaughter, Louisiana",1177484836,C
4759,Louisiana,"Youngsville, Louisiana",1177390131,GA
4760,Texas,"Piney Point Village, Texas",1173864753,GA
4761,Texas,"Pecan Hill, Texas",1165897432,GA
4762,Utah,"Parowan, Utah",1173633033,C
4763,Pennsylvania,"West Brandywine Township, Chester County, Pennsylvania",1175371558,Stub
4764,Montana,"Denton, Montana",1177498099,C
4765,New York,"Liverpool, New York",1171866786,C
4766,South Dakota,"Camp Crook, South Dakota",1170927320,C
4767,New York,"Prospect, New York",1167500665,Start
4768,North Dakota,"Grandin, North Dakota",1172853951,C
4769,Pennsylvania,"Cranberry Township, Venango County, Pennsylvania",1169090161,C
4770,Florida,"Century, Florida",1169566273,C
4771,Alabama,"Brundidge, Alabama",1165537457,C
4772,New York,"Richville, New York",1167505902,Start
4773,Vermont,"Huntington, Vermont",1165960187,GA
4774,Wisconsin,"Hudson, Wisconsin",1165750543,C
4775,Iowa,"Johnston, Iowa",1178794334,C
4776,Pennsylvania,"Hellertown, Pennsylvania",1179788813,C
4777,Illinois,"Prairie Grove, Illinois",1167499683,C
4778,Arkansas,"Zinc, Arkansas",1171521990,GA
4779,New Hampshire,"Andover, New Hampshire",1174699512,B
4780,Kentucky,"Cambridge, Kentucky",1165538042,Start
4781,Missouri,"Champ, Missouri",1166694106,C
4782,Massachusetts,"South Hadley, Massachusetts",1176866890,C
4783,Arkansas,"Cammack Village, Arkansas",1170076116,C
4784,Vermont,"Rutland (city), Vermont",1179519482,C
4785,Ohio,"Morral, Ohio",1167347196,C
4786,Michigan,"New Buffalo, Michigan",1168720736,C
4787,Illinois,"Bull Valley, Illinois",1166636817,C
4788,Tennessee,"White Pine, Tennessee",1166333482,GA
4789,Illinois,"Elburn, Illinois",1179077429,C
4790,Iowa,"Greeley, Iowa",1165748618,C
4791,North Dakota,"Karlsruhe, North Dakota",1173707329,C
4792,Maryland,"Kensington, Maryland",1177397743,GA
4793,Vermont,"Duxbury, Vermont",1166067180,Start
4794,Illinois,"Avon, Illinois",1166487332,C
4795,Iowa,"Fairfax, Iowa",1165746574,C
4796,South Carolina,"Rowesville, South Carolina",1173835023,C
4797,California,"Villa Park, California",1178759365,C
4798,Illinois,"Dupo, Illinois",1166855005,GA
4799,Michigan,"River Rouge, Michigan",1133257605,GA
4800,Maine,"Abbot, Maine",1171169435,Start
4801,Missouri,"Pollock, Missouri",1167498073,GA
4802,Pennsylvania,"Brush Creek Township, Fulton County, Pennsylvania",1166635576,C
4803,New Jersey,"Pennsville Township, New Jersey",1179714657,GA
4804,Michigan,"Rubicon Township, Michigan",1167642334,Start
4805,Oregon,"North Powder, Oregon",1165895847,GA
4806,Iowa,"Bankston, Iowa",1165508337,C
4807,Illinois,"Scottville, Illinois",1167669288,Start
4808,Texas,"Waelder, Texas",1165906381,C
4809,Pennsylvania,"Canal Township, Venango County, Pennsylvania",1166689957,C
4810,California,"Downey, California",1176153577,B
4811,Illinois,"Greenfield, Illinois",1165748692,C
4812,Tennessee,"Rossville, Tennessee",1172567880,GA
4813,Michigan,"McBride, Michigan",1167336933,C
4814,Ohio,"Zaleski, Ohio",1174174288,C
4815,Iowa,"Ellsworth, Iowa",1165650556,C
4816,Pennsylvania,"Pleasant Valley Township, Potter County, Pennsylvania",1175382873,Stub
4817,Michigan,"Coloma, Michigan",1132492685,C
4818,Minnesota,"Akeley, Minnesota",1165506210,C
4819,Texas,"Malone, Texas",1166206715,C
4820,Illinois,"Vernon Hills, Illinois",1150706592,C
4821,Minnesota,"Houston, Minnesota",1167728290,C
4822,Illinois,"Collinsville, Illinois",1168549203,C
4823,Arizona,"Parker, Arizona",1152788081,GA
4824,Michigan,"Clinton Charter Township, Michigan",495898304,Stub
4825,New Mexico,"Hobbs, New Mexico",1177338756,GA
4826,North Carolina,"Raleigh, North Carolina",1180014238,GA
4827,Texas,"Mineola, Texas",1173933796,C
4828,Oklahoma,"Jenks, Oklahoma",1169706132,C
4829,Rhode Island,"Westerly, Rhode Island",1177666846,C
4830,Maine,"Madawaska, Maine",1177095941,C
4831,New Jersey,"Glen Gardner, New Jersey",1179564047,B
4832,Arkansas,"Alicia, Arkansas",1165909698,C
4833,Michigan,"Jackson, Michigan",1175549818,C
4834,Iowa,"Hansell, Iowa",1165749176,C
4835,Rhode Island,"Coventry, Rhode Island",1166018983,C
4836,Kentucky,"Sandy Hook, Kentucky",1165900802,C
4837,Ohio,"Harrod, Ohio",1167133873,C
4838,Michigan,"Foster Township, Michigan",1174698723,C
4839,Texas,"Grapeland, Texas",1170890914,C
4840,Florida,"Madison, Florida",1165891770,C
4841,New Jersey,"Newfield, New Jersey",1176046015,GA
4842,Indiana,"Boston, Indiana",1166016019,C
4843,West Virginia,"Leon, West Virginia",1166205802,C
4844,Iowa,"Fruitland, Iowa",1165747498,C
4845,Virginia,"Henry County, Virginia",1174411303,C
4846,Michigan,"Lake Isabella, Michigan",1167293729,Start
4847,New York,"Thomaston, New York",1177418398,GA
4848,California,"La Palma, California",1172868616,C
4849,Ohio,"Russells Point, Ohio",1167642793,C
4850,North Dakota,"Wing, North Dakota",1178953848,C
4851,Ohio,"Rutland, Ohio",1167642964,C
4852,Pennsylvania,"Warren Township, Bradford County, Pennsylvania",1167836202,C
4853,Michigan,"Coopersville, Michigan",1169881756,C
4854,Indiana,"Alfordsville, Indiana",1165909689,C
4855,New Mexico,"Des Moines, New Mexico",1166851048,Start
4856,Pennsylvania,"Benner Township, Centre County, Pennsylvania",1169430417,GA
4857,California,"Palm Springs, California",1179986221,GA
4858,Pennsylvania,"Conyngham Township, Luzerne County, Pennsylvania",1171907852,C
4859,Minnesota,"Clarkfield, Minnesota",1165539547,C
4860,New York,"Forestville, New York",1167016383,C
4861,New Hampshire,"Somersworth, New Hampshire",1176906826,GA
4862,Iowa,"Marysville, Iowa",1165892548,GA
